fc_id,em_id,group,label,centroid_dist,ratio_dist,pass_orient,pass_all
VGlut-F-200251,424793122,dense,0,37.670673,0.38718215,True,True
TH-F-300078,447599745,dense,0,34.56739,0.22184928,True,True
TH-F-100050,975197713,dense,0,11.505847,0.20670962,True,True
Cha-F-500071,828455033,dense,1,33.519634,0.19031222,True,True
Gad1-F-500004,5813021943,dense,0,91.06272,0.27395383,True,True
TH-M-200035,5813021943,dense,0,90.49193,0.22319704,True,True
VGlut-F-100003,693927941,dense,0,62.412605,0.20678312,True,True
Trh-M-100037,693927941,dense,0,68.22712,0.17032674,True,True
TH-F-300078,667266529,dense,0,27.562477,0.39738885,True,True
TH-F-100036,331774819,dense,0,106.63984,0.0729062,True,False
VGlut-F-000177,515049524,dense,0,22.030895,0.13055372,True,True
Cha-F-500071,764377593,dense,0,29.667702,0.18488874,False,False
Trh-F-000008,1727979406,dense,0,35.79252,0.37389058,True,True
Trh-F-000008,693927941,dense,0,58.396103,0.2577845,True,True
VGlut-F-700261,5813040277,dense,0,24.212166,0.20916182,True,True
Trh-M-100037,5812982656,dense,0,62.974663,0.3879162,True,True
TH-M-100063,1572390197,dense,0,62.34087,0.16974333,False,False
VGlut-F-700261,859839499,dense,0,47.97027,0.24705394,True,True
VGlut-F-400334,5812980494,dense,0,18.22054,0.051064722,True,True
VGlut-F-100003,5812982656,dense,0,64.848785,0.41069856,True,False
TH-M-100057,1572390197,dense,0,53.96318,0.15663229,False,False
TH-M-000008,611693656,dense,0,28.037292,0.0940171,True,True
VGlut-F-000177,1354368623,dense,0,23.416967,0.29672217,True,True
fru-F-000131,328265389,dense,0,62.85916,0.3197853,True,True
Trh-F-100038,5812982656,dense,0,50.859947,0.47076654,True,False
TH-M-100057,5813069496,dense,0,65.69811,0.16224958,False,False
Cha-F-300267,328601956,dense,0,59.511158,0.22073713,True,True
Gad1-F-500004,5813057153,dense,0,41.145103,0.2624152,True,True
Trh-F-000008,5812982656,dense,0,53.81771,0.47330248,True,False
Cha-F-500071,1013346945,dense,0,10.024892,0.03415781,True,True
Cha-F-000329,5813078595,dense,0,62.28193,0.11062318,True,True
Gad1-F-500004,452953198,dense,0,32.001255,0.06353802,True,True
TH-M-200035,452953198,dense,0,31.972242,0.08963599,True,True
TH-M-200035,696850811,dense,0,38.125862,0.07087792,True,True
TH-M-100057,925241334,dense,0,27.249712,0.07318201,True,True
TH-M-000008,520617773,dense,0,43.245422,0.1921397,True,True
Trh-F-100038,549597974,dense,0,96.90314,0.08674732,True,True
TH-F-300037,267551639,dense,0,26.450129,0.16333117,True,True
TH-M-100057,1048250312,dense,0,28.208147,0.08000188,True,True
TH-M-200049,267551639,dense,0,4.3731627,0.1272715,True,True
fru-F-000131,543821838,dense,0,55.090553,0.15335655,True,True
TH-F-200034,327937328,dense,0,27.872028,0.17193037,True,True
fru-F-000131,391496898,dense,0,113.221146,0.026342832,True,False
Gad1-F-500004,544046671,dense,0,87.64811,0.19908327,True,True
TH-F-200034,267551639,dense,0,32.38285,0.17207979,True,True
TH-M-000045,267551639,dense,0,4.546026,0.16020814,True,True
fru-F-000131,361704572,dense,0,49.13557,0.18509993,True,True
TH-F-200106,727652372,dense,0,56.730286,0.04026542,True,True
VGlut-F-100003,549597974,dense,0,101.62912,0.08973745,True,False
TH-F-000012,667266529,dense,0,82.46675,0.27261418,True,True
VGlut-F-100125,329566174,dense,0,100.119934,0.14821668,True,False
VGlut-F-200251,514850616,dense,0,55.3905,0.18355128,True,True
VGlut-F-000556,915481348,dense,0,45.655243,0.2937906,True,True
TH-F-200106,1134107162,dense,0,51.41981,0.22114466,True,True
VGlut-F-100125,5813020347,dense,0,91.141304,0.09738122,True,True
TH-F-200106,884916323,dense,0,28.946297,0.066996835,True,True
VGlut-F-200251,5813011133,dense,0,18.116713,0.22102515,True,True
VGlut-F-100125,488922181,dense,0,96.35808,0.33868405,True,True
TH-M-100063,1443135486,dense,0,61.228878,0.19490512,True,True
VGlut-F-000556,978177557,dense,0,90.952576,0.1464038,True,True
VGlut-F-000556,945058110,dense,0,97.72132,0.22214742,True,True
VGlut-F-000556,944720631,dense,0,111.21105,0.16996379,True,False
Cha-F-000329,451982486,dense,0,58.77215,0.04115028,False,False
TH-F-000012,573333835,dense,0,122.12568,0.323188,True,False
fru-M-300299,548993536,dense,0,62.185528,0.17608717,True,True
TH-M-100063,1449618949,dense,0,63.459656,0.3873379,True,True
TH-M-000030,1630051981,dense,0,110.91276,0.41212437,True,False
TH-M-300063,5812981000,dense,0,95.95245,0.069388635,True,True
